"term","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",1.72975680771149,0.145265974129958,11.9075152875374,1.08152190245028e-32
"gesture_type1",-0.09932966338119,0.0663602655388054,-1.4968243808956,0.134438960558322
"gesture_type2",0.308422976449695,0.071400191537094,4.31963794228006,1.56285394716058e-05
"event_type1",-0.0963858579219707,0.0660463255632657,-1.45936745307114,0.144463999039153
"event_type2",0.0269061831395098,0.101960078385966,0.263889392450812,0.791865149612381
"gesture_type1:event_type1",0.291095354891398,0.0983724469613775,2.95911471029776,0.00308524233980689
"gesture_type2:event_type1",-0.000173897309580236,0.109168653619763,-0.00159292346121557,0.998729031501249
"gesture_type1:event_type2",-0.249261777898225,0.0922677522958694,-2.70150482368891,0.00690264790753863
"gesture_type2:event_type2",-0.0089698990015417,0.0933935631399898,-0.0960440816258023,0.923485562289089
