"contrast","event_type","estimate","SE","df","asymp.LCL","asymp.UCL","z.ratio","p.value"
"path - manner","path",-0.116483387629906,0.23917918814279,Inf,-0.689073532580737,0.456106757320924,-0.487013057174379,0.626249077846587
"path - conflated","path",0.691780462160531,0.198379727090359,Inf,0.216863402812703,1.16669752150836,3.48715300856037,0.00146457590411925
"manner - conflated","path",0.808263849790437,0.23864094881365,Inf,0.236962238921036,1.37956546065984,3.38694534114342,0.00146457590411925
"path - manner","manner",-0.648044518727568,0.189019294906225,Inf,-1.10055289250901,-0.195536144946128,-3.42845696810514,0.0018210682767342
"path - conflated","manner",-0.397729805110676,0.194021706382753,Inf,-0.862213850917304,0.0667542406959513,-2.04992427149395,0.0807436425567929
"manner - conflated","manner",0.250314713616892,0.18667485349658,Inf,-0.196581114788,0.697210542021783,1.3409128703105,0.179948743048186
"path - manner","conflated",-0.458730013135181,0.194680052172408,Inf,-0.924790125463539,0.00733009919317812,-2.35632776967273,0.0369132484119228
"path - conflated","conflated",0.0352402920120893,0.194673766681262,Inf,-0.430804772977434,0.501285357001612,0.181022294954553,0.856350076265365
"manner - conflated","conflated",0.49397030514727,0.196277188579638,Inf,0.0240866805224474,0.963853929772092,2.51669747626757,0.0355381484533501
