"contrast","gesture_type","estimate","SE","df","asymp.LCL","asymp.UCL","z.ratio","p.value"
"affirmative - negative","conflated",0.891829620811353,0.251727638950169,Inf,0.39845251455572,1.38520672706699,3.54283552068709,0.000395849511595356
"affirmative - negative","manner",0.182221859820109,0.248726531319877,Inf,-0.305273183566423,0.669716903206642,0.73261931026474,0.463790650126594
"affirmative - negative","path",0.717597011407426,0.254738387751465,Inf,0.218318945934757,1.2168750768801,2.81699596885079,0.00484751340953174
"affirmative - negative","none",0.634452534367442,0.267152001683274,Inf,0.110844232670441,1.15806083606444,2.37487471690228,0.0175549075124593
