"contrast","estimate","SE","df","asymp.LCL","asymp.UCL","z.ratio","p.value"
"conflated effect",0.0409466015193383,0.0936769686481325,Inf,-0.142656883211889,0.224550086250566,0.437104254228604,0.662035742178957
"manner effect",-0.0634115632184335,0.0949233208380724,Inf,-0.249457853353996,0.122634726917129,-0.668029338402582,0.504114865156788
"path effect",0.0224649616990951,0.0937159507218713,Inf,-0.161214926492703,0.206144849890893,0.239713320155779,0.810552507988759
